Date,Market,RF,HML,RMW,Mom
1994-08,0.0008000000000000004,0.0037,0.006,0.009399999999999999,0.0024
1994-09,-0.028499999999999998,0.0037,0.0059,0.014499999999999999,0.0063
1994-10,0.025800000000000003,0.0038,0.0095,-0.0275,0.0291
1994-11,-0.0618,0.0037,-0.0009,0.0073,-0.0063
1994-12,0.0205,0.0044,-0.0040999999999999995,-0.018799999999999997,0.0006
1995-01,-0.0643,0.0042,-0.022099999999999998,0.0252,-0.07150000000000001
1995-02,-0.05210000000000001,0.004,0.0008,-0.0009,0.028399999999999998
1995-03,0.09059999999999999,0.0046,0.0123,0.020499999999999997,-0.0127
1995-04,0.0412,0.0045000000000000005,-0.0183,-0.030299999999999997,0.0129
1995-05,-0.0625,0.0054,-0.0067,0.0179,0.0217
1995-06,-0.0413,0.004699999999999999,0.019299999999999998,0.044199999999999996,0.0052
1995-07,0.0635,0.0045000000000000005,-0.024399999999999998,-0.0575,-0.057300000000000004
1995-08,-0.0261,0.004699999999999999,-0.0053,0.0012,-0.0463
1995-09,-0.0117,0.0043,-0.0194,0.024900000000000002,0.0172
1995-10,-0.038500000000000006,0.004699999999999999,-0.0066,-0.0015,0.0208
1995-11,0.0451,0.0042,0.0045000000000000005,-0.0602,-0.013600000000000001
1995-12,0.0484,0.0049,0.025699999999999997,-0.0288,-0.061500000000000006
1996-01,-0.0124,0.0043,0.0204,-0.0002,-0.0199
1996-02,-0.014499999999999999,0.0039000000000000003,-0.003,0.0169,-0.0172
1996-03,0.029900000000000003,0.0039000000000000003,-0.0096,-0.0282,0.0004
1996-04,0.06839999999999999,0.0046,0.0125,-0.0005,-0.0242
1996-05,-0.0449,0.0042,0.0063,0.0070999999999999995,-0.0111
1996-06,0.0037,0.004,0.011899999999999999,0.018799999999999997,0.0046
1996-07,-0.04719999999999999,0.0045000000000000005,0.0103,0.038599999999999995,-0.042699999999999995
1996-08,-0.0431,0.0040999999999999995,-0.0044,-0.01,0.0051
1996-09,0.0288,0.0044,0.0043,-0.0033,-0.0028000000000000004
1996-10,-0.06860000000000001,0.0042,0.0045000000000000005,0.006999999999999999,0.0106
1996-11,0.0063,0.0040999999999999995,0.0137,0.0149,0.011899999999999999
1996-12,-0.0706,0.0046,0.0202,0.054900000000000004,0.0219
1997-01,-0.10729999999999999,0.0045000000000000005,0.0109,0.0516,0.0409
1997-02,0.0185,0.0039000000000000003,-0.005,-0.0206,-0.0074
1997-03,-0.036699999999999997,0.0043,0.0167,0.0225,0.036699999999999997
1997-04,0.019200000000000002,0.0043,-0.0018,0.012199999999999999,0.0405
1997-05,0.1354,0.0049,-0.0438,-0.0143,-0.0404
1997-06,0.058100000000000006,0.0037,-0.0067,-0.0196,-0.026000000000000002
1997-07,-0.040100000000000004,0.0043,-0.0226,0.0528,0.1161
1997-08,-0.0942,0.0040999999999999995,0.0027,-0.015600000000000001,-0.0075
1997-09,-0.0252,0.0044,-0.0196,0.0337,0.1061
1997-10,-0.07650000000000001,0.0042,-0.0086,0.0375,-0.0168
1997-11,-0.07959999999999999,0.0039000000000000003,-0.032,0.031400000000000004,0.11710000000000001
1997-12,-0.0764,0.0048,-0.0179,0.0332,0.0984
1998-01,0.10980000000000001,0.0043,0.0195,-0.0626,-0.19829999999999998
1998-02,0.0121,0.0039000000000000003,0.0101,-0.0327,-0.0725
1998-03,-0.0653,0.0039000000000000003,0.012199999999999999,0.0349,0.0471
1998-04,-0.0186,0.0043,-0.0183,0.0311,0.0435
1998-05,-0.045,0.004,0.005699999999999999,0.012199999999999999,-0.0013
1998-06,0.0072,0.0040999999999999995,0.0034000000000000002,-0.0055000000000000005,-0.0024
1998-07,-0.012299999999999998,0.004,-0.0165,0.0331,0.0262
1998-08,-0.0883,0.0043,-0.0158,0.0383,0.0575
1998-09,-0.0345,0.0046,-0.024,0.0169,0.0291
1998-10,0.16440000000000002,0.0032,0.0165,-0.0809,-0.0611
1998-11,0.0394,0.0031,0.0209,-0.0095,-0.086
1998-12,0.031599999999999996,0.0038,-0.019799999999999998,0.049400000000000006,0.069
1999-01,0.0114,0.0034999999999999996,-0.0042,-0.0149,-0.003
1999-02,-0.022500000000000003,0.0034999999999999996,-0.045700000000000005,0.023700000000000002,0.015700000000000002
1999-03,0.1404,0.0043,0.016,-0.0015,-0.0421
1999-04,0.0504,0.0037,0.038900000000000004,-0.0123,-0.0219
1999-05,-0.049800000000000004,0.0034000000000000002,-0.011899999999999999,0.0255,-0.0271
1999-06,0.1087,0.004,-0.0601,0.08789999999999999,0.11539999999999999
1999-07,0.10319999999999999,0.0038,0.0054,-0.0043,0.045899999999999996
1999-08,0.0319,0.0039000000000000003,0.0004,-0.008199999999999999,0.0745
1999-09,0.0721,0.0039000000000000003,-0.038900000000000004,0.0226,0.0836
1999-10,0.066,0.0039000000000000003,-0.0571,0.019299999999999998,0.06509999999999999
1999-11,0.07600000000000001,0.0036,-0.1425,0.08560000000000001,0.1495
1999-12,0.0405,0.0044,-0.0824,0.0449,0.0794
2000-01,-0.0495,0.0040999999999999995,0.0632,-0.0352,-0.0608
2000-02,-0.0129,0.0043,-0.0786,0.0239,0.14800000000000002
2000-03,0.0657,0.004699999999999999,0.0603,-0.0064,-0.1493
2000-04,-0.08629999999999999,0.0046,0.024399999999999998,0.024300000000000002,-0.0661
2000-05,-0.0705,0.005,0.1005,-0.0353,-0.135
2000-06,0.0632,0.004,0.0611,-0.0003,-0.0492
2000-07,-0.118,0.0048,0.0449,0.0121,-0.0674
2000-08,0.06960000000000001,0.005,-0.0351,-0.0655,0.0866
2000-09,-0.0431,0.0051,0.0605,-0.0023,-0.0141
2000-10,-0.0701,0.005600000000000001,0.0796,-0.0161,-0.0403
2000-11,-0.025199999999999997,0.0051,0.0581,0.0092,-0.0052
2000-12,-0.0939,0.005,0.0779,-0.0318,0.0197
2001-01,-0.0025000000000000005,0.0054,-0.0579,0.016200000000000003,-0.056900000000000006
2001-02,-0.0514,0.0038,0.0626,-0.018500000000000003,0.0172
2001-03,-0.037899999999999996,0.0042,0.0051,0.0213,0.0001
2001-04,0.0909,0.0039000000000000003,0.0471,-0.015,0.0137
2001-05,0.0019000000000000002,0.0032,-0.0079,0.0106,0.0241
2001-06,-0.05059999999999999,0.0028000000000000004,0.0647,-0.0339,0.06709999999999999
2001-07,-0.08629999999999999,0.003,0.0641,-0.011899999999999999,0.060599999999999994
2001-08,-0.024,0.0031,0.0824,-0.041299999999999996,0.0692
2001-09,-0.07410000000000001,0.0028000000000000004,-0.0032,0.018600000000000002,0.013999999999999999
2001-10,0.0102,0.0022,-0.0454,0.0151,-0.022400000000000003
2001-11,-0.016300000000000002,0.0017000000000000001,-0.032,0.0091,-0.0591
2001-12,-0.0808,0.0015,0.016399999999999998,-0.0075,0.042699999999999995
2002-01,-0.07680000000000001,0.0014000000000000002,0.015300000000000001,-0.0024,-0.014499999999999999
2002-02,0.0521,0.0013,0.030699999999999998,-0.0253,-0.0355
2002-03,0.0576,0.0013,-0.0559,0.0325,-0.09849999999999999
2002-04,0.0536,0.0015,-0.0126,0.003,0.0055000000000000005
2002-05,0.07239999999999999,0.0014000000000000002,0.0274,-0.0064,-0.0416
2002-06,-0.046599999999999996,0.0013,0.0161,0.0016,0.0433
2002-07,-0.0589,0.0015,0.0319,0.0006,0.0132
2002-08,-0.012799999999999999,0.0014000000000000002,0.018000000000000002,-0.008199999999999999,0.0045000000000000005
2002-09,-0.04800000000000001,0.0014000000000000002,0.0397,-0.0388,-0.0108
2002-10,-0.0663,0.0014000000000000002,0.0126,0.0151,0.0461
2002-11,0.0315,0.0012,-0.009000000000000001,0.0118,-0.0006
2002-12,-0.0231,0.0011,0.0123,-0.004699999999999999,0.0416
2003-01,-0.0331,0.001,0.0168,0.0049,0.0006
2003-02,0.0155,0.0009,0.0583,-0.0052,0.0086
2003-03,-0.028300000000000002,0.001,0.0183,0.0003,0.0236
2003-04,0.0119,0.001,0.0014000000000000002,0.0379,0.0285
2003-05,0.0462,0.0009,-0.0219,0.0033,-0.057999999999999996
2003-06,0.0722,0.001,0.0194,-0.004699999999999999,-0.09519999999999999
2003-07,0.0354,0.0007000000000000001,-0.005600000000000001,-0.015300000000000001,-0.025
2003-08,0.0986,0.0007000000000000001,0.024300000000000002,-0.019,-0.011399999999999999
2003-09,0.0756,0.0008,-0.0168,0.003,-0.013600000000000001
2003-10,0.0423,0.0007000000000000001,-0.028399999999999998,-0.0024,0.0255
2003-11,-0.038,0.0007000000000000001,-0.002,-0.0005,-0.056799999999999996
2003-12,0.06549999999999999,0.0008,0.0279,-0.0087,0.0235
2004-01,0.020499999999999997,0.0007000000000000001,0.0024,0.0074,0.0297
2004-02,-0.0002000000000000001,0.0006,0.0231,-0.0006,-0.0125
2004-03,0.1512,0.0009,0.0352,-0.012199999999999999,0.1103
2004-04,-0.0446,0.0008,-0.0381,0.0405,0.0351
2004-05,-0.0329,0.0006,0.0025,-0.009399999999999999,-0.056900000000000006
2004-06,0.0547,0.0008,-0.011399999999999999,0.0288,0.028399999999999998
2004-07,-0.0668,0.001,0.04650000000000001,-0.0096,-0.052199999999999996
2004-08,0.011,0.0011,-0.0111,0.0079,0.0255
2004-09,-0.0307,0.0011,0.0318,-0.006999999999999999,-0.0271
2004-10,0.0249,0.0011,0.0040999999999999995,-0.013000000000000001,-0.0109
2004-11,0.0396,0.0015,-0.004,-0.028300000000000002,-0.0040999999999999995
2004-12,0.0519,0.0016,0.0091,-0.015600000000000001,0.009899999999999999
2005-01,-0.0104,0.0016,0.0054,0.0052,0.025699999999999997
2005-02,0.0187,0.0016,0.022799999999999997,-0.0039000000000000003,0.0053
2005-03,-0.013000000000000001,0.0021,0.0344,-0.010700000000000001,0.0006
2005-04,-0.0196,0.0021,0.004699999999999999,0.0096,0.0138
2005-05,-0.0237,0.0024,0.0024,0.006999999999999999,-0.0045000000000000005
2005-06,0.009600000000000001,0.0023,-0.0034999999999999996,0.0001,0.002
2005-07,0.009,0.0024,-0.0104,-0.0003,0.0192
2005-08,0.0697,0.003,-0.006999999999999999,-0.0070999999999999995,0.013500000000000002
2005-09,0.0822,0.0029,0.0315,-0.0083,0.0219
2005-10,-0.0007999999999999995,0.0027,0.0115,-0.0175,0.0342
2005-11,0.032400000000000005,0.0031,-0.0215,-0.002,0.0084
2005-12,0.09769999999999998,0.0032,-0.061399999999999996,0.0026,0.046799999999999994
2006-01,0.038900000000000004,0.0034999999999999996,0.024399999999999998,-0.0076,-0.0049
2006-02,-0.0224,0.0034000000000000002,0.0374,0.0011,-0.0317
2006-03,0.030399999999999996,0.0037,-0.0109,-0.0076,0.0121
2006-04,0.024499999999999997,0.0036,0.0139,0.0102,-0.0084
2006-05,-0.06970000000000001,0.0043,0.027000000000000003,0.0034999999999999996,-0.047
2006-06,-0.0137,0.004,-0.004699999999999999,0.0007000000000000001,0.006
2006-07,-0.018000000000000002,0.004,0.0526,-0.013500000000000002,0.006
2006-08,0.0173,0.0042,-0.0177,0.0137,-0.008199999999999999
2006-09,-0.0166,0.0040999999999999995,0.0053,-0.0039000000000000003,0.0018
2006-10,0.0166,0.0040999999999999995,-0.011000000000000001,0.0052,0.0045000000000000005
2006-11,-0.0003000000000000008,0.0042,0.0215,0.0031,0.0115
2006-12,0.0182,0.004,0.012199999999999999,0.0086,0.0365
2007-01,0.008400000000000001,0.0044,0.0022,-0.0165,-0.019799999999999998
2007-02,0.0384,0.0038,0.0275,-0.0066,0.0009
2007-03,-0.012700000000000001,0.0043,0.026699999999999998,-0.0217,0.0159
2007-04,-0.0231,0.0044,0.024700000000000003,-0.018500000000000003,0.0475
2007-05,0.0078,0.0040999999999999995,0.0016,0.0033,0.0006
2007-06,0.0007999999999999999,0.004,-0.0066,0.005600000000000001,0.0206
2007-07,-0.00019999999999999966,0.004,0.0044,-0.0315,0.0287
2007-08,-0.0338,0.0042,0.0147,-0.0031,0.0172
2007-09,0.0173,0.0032,0.0006,-0.0177,0.0623
2007-10,0.0039000000000000003,0.0032,-0.0529,0.015,-0.0426
2007-11,-0.0195,0.0034000000000000002,0.0024,0.0025,-0.0316
2007-12,-0.037200000000000004,0.0027,0.0216,-0.0076,-0.0032
2008-01,-0.046900000000000004,0.0021,0.0385,-0.0338,-0.0182
2008-02,0.0114,0.0013,-0.0064,-0.0063,0.0216
2008-03,-0.0354,0.0017000000000000001,0.017,-0.016,0.030299999999999997
2008-04,0.064,0.0018,-0.0129,0.0051,-0.0858
2008-05,0.022099999999999998,0.0018,0.0118,0.0209,-0.0355
2008-06,-0.06440000000000001,0.0017000000000000001,0.0368,-0.018500000000000003,0.0467
2008-07,-0.0297,0.0015,0.0231,-0.015,0.0085
2008-08,-0.0423,0.0013,0.0113,-0.0038,0.0339
2008-09,-0.1035,0.0015,0.052199999999999996,-0.0384,0.0088
2008-10,-0.13470000000000001,0.0008,0.0453,-0.0259,0.08449999999999999
2008-11,0.0007999999999999999,0.0003,-0.0003,0.0029,0.057800000000000004
2008-12,0.0857,0.0,0.0026,-0.0077,0.0123
2009-01,-0.065,0.0,-0.001,-0.0084,-0.0105
2009-02,-0.1192,0.0001,0.006,0.0097,-0.005600000000000001
2009-03,0.013200000000000002,0.0002,0.0072,-0.0169,-0.1054
2009-04,0.0806,0.0001,-0.0139,0.0191,-0.156
2009-05,0.10890000000000001,0.0,-0.0344,0.0118,-0.0894
2009-06,0.0286,0.0001,0.0005,0.0,-0.0362
2009-07,0.0407,0.0001,0.0060999999999999995,0.0353,-0.014199999999999999
2009-08,0.034100000000000005,0.0001,-0.0039000000000000003,0.0013,-0.006500000000000001
2009-09,-0.0083,0.0001,-0.0482,0.0276,0.0327
2009-10,-0.0229,0.0,0.0123,0.0176,-0.0072
2009-11,-0.02,0.0,-0.04,-0.008,-0.0352
2009-12,0.0023,0.0001,0.0621,0.0344,0.0629
2010-01,0.023399999999999997,0.0,0.0028000000000000004,-0.0063,-0.0301
2010-02,0.0076,0.0,-0.013300000000000001,-0.0023,-0.02
2010-03,0.048400000000000006,0.0001,0.0613,0.0152,0.0317
2010-04,0.0054,0.0001,0.010700000000000001,0.005,0.0045000000000000005
2010-05,-0.07919999999999999,0.0001,-0.035,0.0088,-0.013500000000000002
2010-06,-0.0063,0.0001,-0.0318,-0.004,-0.0149
2010-07,0.0295,0.0001,-0.013600000000000001,-0.0012,0.0168
2010-08,-0.026,0.0001,0.0070999999999999995,0.0207,0.0032
2010-09,0.04700000000000001,0.0001,-0.0159,-0.0002,0.0178
2010-10,0.0124,0.0001,-0.0085,0.013000000000000001,-0.0017000000000000001
2010-11,0.019799999999999998,0.0001,0.0028000000000000004,-0.0187,-0.0176
2010-12,0.0756,0.0001,0.013300000000000001,-0.02,-0.0011
2011-01,0.0041,0.0001,0.0097,-0.0054,0.0176
2011-02,0.048400000000000006,0.0001,0.0109,-0.010700000000000001,0.0051
2011-03,-0.0866,0.0001,0.0132,0.0084,0.0149
2011-04,0.0078000000000000005,0.0,-0.0191,0.015600000000000001,0.0297
2011-05,-0.016200000000000003,0.0,-0.0012,0.0039000000000000003,0.005600000000000001
2011-06,0.0252,0.0,0.022799999999999997,0.004699999999999999,-0.012199999999999999
2011-07,0.0403,0.0,-0.0042,0.0098,0.0173
2011-08,-0.075,0.0001,0.0026,0.0172,-0.023399999999999997
2011-09,-0.0046,0.0,0.0336,0.0002,-0.04
2011-10,-0.011899999999999999,0.0,-0.024300000000000002,0.0102,0.006999999999999999
2011-11,-0.0378,0.0,0.0043,-0.0070999999999999995,0.0086
2011-12,0.0125,0.0,0.014199999999999999,0.0053,0.018000000000000002
2012-01,0.042800000000000005,0.0,0.024700000000000003,-0.0429,-0.0317
2012-02,0.035,0.0,0.0045000000000000005,-0.02,-0.0852
2012-03,0.0141,0.0,-0.0068000000000000005,0.020499999999999997,0.019299999999999998
2012-04,-0.0178,0.0,-0.0229,0.0286,0.0452
2012-05,-0.084,0.0001,-0.0070999999999999995,0.0144,0.0359
2012-06,0.0471,0.0,0.0115,-0.0132,-0.0104
2012-07,-0.0183,0.0,-0.0341,0.0021,0.0676
2012-08,-0.0064,0.0001,-0.026600000000000002,0.008,0.0421
2012-09,0.0228,0.0001,0.0111,-0.016,0.0077
2012-10,-0.0189,0.0001,-0.0165,0.0083,0.0012
2012-11,0.0172,0.0001,0.0084,-0.0036,-0.0181
2012-12,0.038400000000000004,0.0001,0.0707,-0.045700000000000005,-0.0332
2013-01,0.0378,0.0,-0.011000000000000001,0.0052,0.0412
2013-02,0.0286,0.0,-0.0074,-0.0011,0.0183
2013-03,0.055,0.0,-0.0364,0.012,0.0794
2013-04,0.0895,0.0,-0.043,-0.0062,0.0719
2013-05,-0.053,0.0,-0.0322,0.0313,-0.0642
2013-06,0.0083,0.0,0.0356,0.0009,-0.0169
2013-07,0.014199999999999999,0.0,-0.0048,0.0105,0.0218
2013-08,-0.0255,0.0,0.0060999999999999995,-0.0045000000000000005,-0.0336
2013-09,0.08789999999999999,0.0,-0.0070999999999999995,-0.0176,0.0625
2013-10,-0.0023,0.0,0.0027,0.0023,-0.0203
2013-11,0.0108,0.0,0.005,0.0060999999999999995,0.0104
2013-12,0.008,0.0,-0.0007000000000000001,0.0087,0.0163
2014-01,-0.026600000000000002,0.0,-0.008199999999999999,0.0148,-0.024399999999999998
2014-02,-0.005600000000000001,0.0,0.0079,0.0068000000000000005,-0.0275
2014-03,-0.0116,0.0,0.0096,-0.013000000000000001,-0.0301
2014-04,-0.0233,0.0,0.0027,0.0208,-0.0242
2014-05,0.0379,0.0,-0.0129,0.003,-0.004
2014-06,0.0576,0.0,-0.0006,-0.005600000000000001,0.0013
2014-07,0.0077,0.0,-0.0025,0.0155,0.0395
2014-08,-0.0199,0.0,0.0086,-0.005,0.018799999999999997
2014-09,-0.0105,0.0,-0.003,0.0,-0.0040999999999999995
2014-10,-0.0213,0.0,-0.001,0.0028000000000000004,0.0070999999999999995
2014-11,-0.0005,0.0,-0.0045000000000000005,-0.0060999999999999995,-0.0104
2014-12,-0.0085,0.0,0.018600000000000002,-0.0027,0.0116
2015-01,0.027999999999999997,0.0,-0.0023,0.029500000000000002,0.042199999999999994
2015-02,0.0542,0.0,0.0195,-0.016399999999999998,-0.0362
2015-03,0.019,0.0,-0.031200000000000002,0.0175,0.006999999999999999
2015-04,0.0349,0.0,0.0323,-0.015600000000000001,-0.027000000000000003
2015-05,0.0089,0.0,0.0123,-0.009399999999999999,-0.006500000000000001
2015-06,-0.0068000000000000005,0.0,-0.022400000000000003,0.021,0.016200000000000003
2015-07,0.0092,0.0,-0.0154,0.0235,0.0059
2015-08,-0.053,0.0,0.016399999999999998,-0.011899999999999999,-0.0073
2015-09,-0.0621,0.0,0.0134,-0.0002,0.0085
2015-10,0.0926,0.0,0.0088,0.0007000000000000001,-0.0342
2015-11,-0.0016,0.0,-0.0248,0.0174,0.0068000000000000005
2015-12,0.0043,0.0001,-0.005699999999999999,0.0079,0.0239
2016-01,-0.0757,0.0001,-0.0127,0.0279,0.0202
2016-02,-0.019200000000000002,0.0002,-0.0495,0.0091,0.005600000000000001
2016-03,0.0508,0.0002,-0.0297,0.0039000000000000003,0.0032
2016-04,0.0515,0.0001,-0.0023,-0.0165,-0.0053
2016-05,-0.0103,0.0001,-0.008100000000000001,-0.0021,0.013999999999999999
2016-06,-0.024500000000000004,0.0002,-0.0355,0.0219,0.08439999999999999
2016-07,0.0674,0.0002,0.0644,-0.028900000000000002,-0.08259999999999999
2016-08,-0.011499999999999998,0.0002,0.046,-0.0054,-0.085
2016-09,0.026899999999999997,0.0002,-0.0351,0.009899999999999999,0.0407
2016-10,0.0162,0.0002,0.0358,-0.0042,-0.0395
2016-11,-0.0387,0.0001,0.06309999999999999,-0.0256,-0.0702
2016-12,0.013800000000000002,0.0003,0.0134,0.0048,-0.022099999999999998
2017-01,0.0387,0.0004,-0.0053,-0.0034000000000000002,0.026699999999999998
2017-02,0.011699999999999999,0.0004,0.008,-0.0078000000000000005,-0.0059
2017-03,0.0087,0.0003,-0.0277,0.0172,0.017
2017-04,0.013000000000000001,0.0005,0.0033,0.0022,-0.0070999999999999995
2017-05,0.030100000000000002,0.0006,-0.061900000000000004,0.029300000000000003,0.0066
2017-06,0.012299999999999998,0.0006,0.0124,-0.0207,0.0044
2017-07,0.024,0.0007000000000000001,0.0051,0.009899999999999999,0.0139
2017-08,0.0039,0.0009,0.0009,0.0053,0.013999999999999999
2017-09,0.018000000000000002,0.0009,0.023799999999999998,-0.0060999999999999995,0.0171
2017-10,0.0421,0.0009,-0.0059,0.0026,0.015
2017-11,0.0268,0.0008,-0.022799999999999997,0.0101,0.0048
2017-12,0.0138,0.0009,0.0196,-0.013000000000000001,0.0097
2018-01,0.0452,0.0011,-0.0286,0.003,0.0179
2018-02,-0.0133,0.0011,-0.0182,0.0087,-0.0060999999999999995
2018-03,-0.0137,0.0012,-0.037000000000000005,0.0181,-0.0118
2018-04,0.004200000000000001,0.0014000000000000002,0.044000000000000004,-0.0158,-0.0335
2018-05,-0.0118,0.0014000000000000002,-0.054299999999999994,0.0302,0.0368
2018-06,-0.0242,0.0014000000000000002,-0.0066,0.0165,-0.017
2018-07,0.00030000000000000014,0.0016,0.022799999999999997,-0.0046,-0.0264
2018-08,-0.0027,0.0016,-0.029300000000000003,0.0103,0.0085
2018-09,0.0293,0.0015,0.009000000000000001,-0.0070999999999999995,0.0147
2018-10,-0.0863,0.0019,0.039,-0.0177,-0.039599999999999996
2018-11,0.0101,0.0018,-0.0365,0.012,-0.0059
2018-12,-0.0711,0.0019,0.0429,-0.0027,0.0148
2019-01,0.0542,0.0021,-0.015,0.0101,-0.0447
2019-02,0.004699999999999999,0.0018,-0.0364,0.011899999999999999,0.0106
2019-03,0.0036,0.0019,-0.0254,0.0045000000000000005,0.0096
2019-04,0.014199999999999999,0.0021,-0.0143,0.004699999999999999,-0.038599999999999995
2019-05,-0.0359,0.0021,-0.015700000000000002,0.019299999999999998,0.0408
2019-06,0.026899999999999997,0.0018,0.001,-0.0058,-0.0088
2019-07,0.0053,0.0019,-0.023700000000000002,0.021400000000000002,-0.0074
2019-08,-0.0112,0.0016,-0.023799999999999998,0.0089,0.022400000000000003
2019-09,0.040100000000000004,0.0018,0.033,-0.0182,-0.0361
2019-10,0.049800000000000004,0.0015,0.0242,0.0039000000000000003,-0.042800000000000005
2019-11,0.0079,0.0012,-0.0197,0.0016,0.0053
2019-12,0.022199999999999998,0.0014000000000000002,0.009399999999999999,-0.0023,0.0078000000000000005
2020-01,-0.0192,0.0013,-0.0147,-0.0022,0.0074
2020-02,-0.0997,0.0012,0.0219,-0.0078000000000000005,-0.0038
2020-03,-0.0509,0.0012,-0.0352,-0.0167,0.0436
2020-04,0.0496,0.0,-0.07,0.036000000000000004,0.0109
2020-05,0.0644,0.0001,-0.0739,0.0215,-0.0259
2020-06,-0.0021000000000000003,0.0001,-0.0397,0.0217,0.0463
2020-07,-0.0197,0.0001,-0.0276,0.0077,0.0679
2020-08,0.0786,0.0001,-0.0031,0.0034000000000000002,-0.0795
2020-09,0.022199999999999998,0.0001,-0.0412,0.0073,0.034300000000000004
2020-10,-0.0198,0.0001,-0.0040999999999999995,0.0296,0.0045000000000000005
2020-11,0.10930000000000001,0.0001,-0.0463,0.0364,0.010700000000000001
2020-12,0.04000000000000001,0.0001,0.0313,0.005600000000000001,-0.025099999999999997
2021-01,-0.0123,0.0,0.0168,-0.0113,-0.048600000000000004
2021-02,0.011399999999999999,0.0,0.066,-0.0052,-0.076
2021-03,0.0144,0.0,0.0559,-0.0219,-0.0304
2021-04,-0.0158,0.0,-0.0101,0.0123,0.0217
2021-05,0.0086,0.0,0.0245,-0.0103,-0.0152
2021-06,0.0006,0.0,-0.0335,0.0152,0.003
2021-07,-0.0109,0.0,0.0354,-0.0004,-0.0034000000000000002
2021-08,0.0286,0.0,-0.0297,0.0155,-0.0174
2021-09,0.0298,0.0,0.0167,0.001,0.019799999999999998
2021-10,-0.0382,0.0,-0.0068000000000000005,0.0097,0.025699999999999997
2021-11,-0.0292,0.0,-0.025699999999999997,-0.0008,0.0139
2021-12,0.0131,0.0001,0.06269999999999999,-0.0263,0.008100000000000001
2022-01,-0.051399999999999994,0.0,0.1458,-0.0669,-0.030899999999999997
2022-02,-0.003,0.0,0.0219,-0.0115,-0.0255
2022-03,-0.0154,0.0,-0.0342,0.0132,0.008
